#OTUID	DE03P016	DE03P017	DE03P049	DE03P054	DE03P060	DE03P065	DE03P076	DE03P081	DE03P083	DE07P016	DE07P049	DE07P054	DE07P060	DE07P065	DE07P076	DE08P017	DE10P016	DG00P016	DG00P017	DG00P049	DG00P054	DG00P060	DG00P076	DG00P081	DG00P083	DS00P030	DS00P037	DS00P049	DS00P054	DS00P060	DS00P065	DS00P076	DS00P119	DS00P138	DS00P140	DS00P166	DS00P172	DS00P180	DS00P191	DS00P193	DS00P194	DS00P196	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313	DS04P138	DS04P194	DS04P86	DS05P114	DS05P196	DS06P140	DS06P180	DS07P016	DS07P037	DS07P049	DS07P054	DS07P060	DS07P065	DS07P076	DS07P172	DS07P193	DS08P017	DS08P191	DS10P016	DS10P049	DS10P054	DS10P166
ASV_710	16	1	0	0	1	2	0	0	0	1	0	0	0	3	0	1	0	3	1	1	1	0	3	1	3	0	0	1	0	0	0	0	3	45	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	1	11	0	4	8	0	6	6	1	1	1	20	0	0	0	0	6	0	1	0	0	0	7	0	0	0	0	2	0	0	5
ASV_1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	71	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0
ASV_737	4	184	0	1	26	1	0	0	0	6	0	0	2	0	0	12	0	19	12	0	0	16	0	0	0	2	1	1	0	0	0	22	0	0	0	0	0	0	0	0	0	0	14	1	1	3	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0
ASV_509	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0
ASV_832	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	4	13	1	1	1	0	3	12	80	6	0	0	0	0	2	0	1	0	0	0	1	3	2	2	3	5	1	7	46	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	13
ASV_534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	9	0	166	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	5	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	2	0	0	2	0	1	10	6	0
ASV_1189	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	3	11	1	0	0	0	0	0	0	1	0	0	0
ASV_444	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	275	0	1	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_893	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	8	1	0	0	0	0	0	0	0	0	0	0	1	0	80	14	0	0	0	4	8	0	41	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_621	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	56	0
ASV_944	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	66	0	62	1	1	0	0	0	0	0	0	0	0	0	0	0	3	1	2	3	0	0	0	0	0	4	5	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	1	0	0
ASV_579	2	0	0	5	0	5	0	0	0	2	0	11	2	19	0	1	0	0	0	2	10	0	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_484	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	1	0	0	0	0	0	0	1	0	0	0	1	9	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_984	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	3	0	0	0	0	2	1	0	2	1	0	10	0	0	1	0	1	21	3	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	3	0	0	3	0	0	4	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	3
ASV_543	5	0	3	0	0	1	2	0	0	0	1	2	1	5	4	3	0	1	0	0	7	0	22	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	7	0	1	0	0	0
ASV_593	1	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	2	0	0	0	0	0	8	0	1	0	0	4	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	2	0	0	0
ASV_614	0	1	0	1	1	2	0	0	0	1	0	0	0	1	0	0	2	0	1	0	1	2	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	19	0	0	0	0	0	0	0	7	3	2	0
ASV_759	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	19	0	0	0	0	0	2	0	0	0	23	1	6	0	3	4	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	3	1	0	2	0	2	0	0	30	0	4	1	1	0
ASV_860	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	7	0	3	0	0	0	0	5	0	0	2	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	78	0	0	0	0	0	0	0	0	0	3	0	0	0	0	18	0	0	0	0	0	0	21	0	2	0	0	0	0	0	0	3	1	5	0
ASV_1160	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	4	0	0	0	0	1	0	0	27	1	0	3	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
ASV_628	1	0	0	0	1	2	1	0	0	0	0	0	2	0	1	0	0	0	0	0	6	1	2	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0
ASV_563	0	0	0	0	0	4	0	0	2	1	1	0	1	15	0	0	0	0	0	0	0	2	0	0	0	0	3	3	0	0	0	0	0	8	0	1	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	30	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	151	0	0
ASV_785	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	2	13	1	0	0	4	0	0	1	0	0	0	0	0	0	1	1	1	1	0	29	61	0	0	0	50	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ASV_641	0	0	0	2	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	1	0	0	1	5	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	15	0	4	0	0	0
ASV_682	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	10	3	0	0	0	0	0	0	0	0	0	8	0
ASV_1024	1	7	0	0	0	2	0	0	0	3	0	0	0	2	0	3	0	0	3	0	0	0	4	0	0	0	1	0	1	2	0	0	7	10	0	0	0	0	1	5	0	0	0	8	2	1	0	0	1	0	0	0	1	0	0	0	0	0	2	1	16	0	4	0	0	0	1	0	0	1	4	0	0	0	0	0	1	8	0	0	0	2	0
ASV_935	0	3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	2	3	1	6	5	85	0	1	0	2	1	53	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	19	1	0	0	0	1	1	0	0	0	0	0	0	2	19	0	0	0	8
ASV_711	0	0	0	0	0	1	0	27	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	2	0	0	14	1	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	234	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0
ASV_791	0	0	0	0	0	1	0	0	0	0	0	0	0	14	1	2	0	1	0	0	0	0	2	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	1	0	0	5	0	0	0	2	0
ASV_1012	1	0	0	0	0	0	0	1	1	3	0	0	0	4	0	12	0	0	9	0	0	0	1	1	1	2	0	1	1	0	0	22	7	9	0	2	0	16	4	0	0	0	0	2	1	0	1	0	0	0	0	0	0	4	1	2	4	0	2	0	1	0	0	7	0	6	0	0	1	1	1	4	0	0	0	1	0	2	0	1	10	0	7
ASV_625	0	0	2	0	2	0	0	1	0	1	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV_1181	0	2	0	1	2	0	1	0	0	2	0	0	0	0	7	0	11	17	2	0	1	3	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	5	0	1	4	0	0	0	1	0	0	0	0	0	0	0	2	2	0	2	0	2	0	0	1	4	0	4	1	1	0
ASV_677	3	1	0	0	0	0	0	0	1	7	0	0	0	0	0	7	0	4	4	0	0	0	0	1	0	0	0	0	8	0	0	2	0	7	0	2	1	0	0	0	3	0	4	0	0	0	7	0	0	0	0	0	0	1	0	2	13	0	3	4	0	3	0	18	0	7	0	0	0	0	1	1	0	0	0	18	0	0	0	0	0	0	1
ASV_493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	0	4	5	18	0	0	0	8	5	0	0	1	0	0	1	41	1	0	0	0	0	4	14	2	23	3	0	12	10	2	1	0	53	3	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0
ASV_1098	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	2	0	0	1	0	40	0	0	0	0	0	0	51	4	0	1	7	6	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	7	1	0	0	0	1	0	3
ASV_899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_708	5	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	3	0	0	0	0	13	40	0	0	0	50	13	0	9	0	0	0	0	0	0	0	0	0	1	2	4	146	8	8	20	0	14	4	20	0	0	0	3	6	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0
ASV_602	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_572	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1045	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	10	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	33	13	2	5	1	3	6	12	0	0	0	0	4	0	8	0	0	0	0	0	4	5	0	3	3	8	0	1	0	2	2	4	0	0	0	0	0	1	0	0	34	0	0	0	0	0	0	2	16
ASV_610	9	0	0	2	1	0	0	0	1	1	0	0	0	2	0	3	8	1	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	1	0	0	0	0	0	0	1	5	37	2	7	0	0	3	0	145	3	3	18	0	3	0	0	1	3	0	0	0	0	0	6	0	0	0	1	0	0	2
ASV_568	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_725	0	2	1	0	1	0	0	0	3	1	0	0	0	0	0	4	0	1	3	0	0	0	4	1	1	0	0	0	1	0	0	1	5	0	6	8	6	8	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	7	9	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	5	11	3	0	0	1	1	7
ASV_779	3	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	51	2	0	0	0	1	0	0	0	0	1	0	2	0	0	3	0	15	0	0	0	0	18	0	0	0	1	2	0	1	2	0	0	0	1	0	2	0	0	0	1	0	1	21	3	2	0	0	1	0	0	0	11	0	2	0	0	0	13	0	0	1	1	11	1	0	0
ASV_1114	2	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	1	3	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25	0	0	0	2	0	49	0
ASV_686	0	0	0	0	0	1	2	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_1138	4	0	0	0	0	0	0	2	1	0	0	0	0	1	0	2	1	1	0	0	0	0	3	18	3	0	1	0	1	0	0	0	4	4	1	0	0	2	1	1	4	0	0	0	0	1	3	2	2	0	0	1	8	5	0	5	1	8	9	5	6	2	0	6	0	5	0	0	0	0	9	0	0	0	0	0	1	1	1	1	1	0	1
ASV_513	2	2	0	0	3	0	0	0	0	3	0	0	1	0	0	12	0	5	310	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	7	5	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV_575	1	1	0	1	4	1	2	0	0	2	0	2	0	3	7	6	1	1	3	1	3	2	1	0	0	0	3	4	0	5	0	0	0	5	0	0	0	1	5	0	0	0	3	6	0	3	0	1	0	0	0	0	0	2	2	0	8	0	0	0	1	3	1	0	0	0	0	0	0	1	0	0	6	0	0	0	1	5	0	1	1	0	0
ASV_696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	7	0	1	2	0	0
ASV_514	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	13	0	0	0	0	0	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	19	0
ASV_910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_703	0	0	0	0	1	0	0	6	0	0	1	1	46	0	0	0	0	0	0	0	2	1	6	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1238	1	1	0	1	0	2	0	2	1	6	0	0	0	3	0	5	4	0	4	0	1	0	1	0	2	1	1	0	0	0	0	3	11	9	1	4	0	0	1	0	1	2	0	2	2	0	21	1	0	0	0	0	0	0	0	3	5	0	2	4	34	15	0	3	1	10	1	0	0	0	0	2	0	0	0	0	4	1	0	0	0	0	8
ASV_510	10	264	0	0	0	1	1	0	0	6	0	0	0	0	0	8	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	20	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	1	1	0	0
ASV_645	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	4	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	3	1	0	2	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_564	0	2	0	0	1	10	0	1	2	0	0	0	1	7	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	3	1	0	0
ASV_943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	32	0	0	2	26	44	0	0	0	0	0	2	0	1	0	0	0	10	0	3	1	0	0	48	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	35	0	0	1	0	0	0	0	8	0	2	0	2	0	68	0	0	0	137	15	2	27	19	0	0	1	1	3	2	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	1	0
ASV_1017	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	1	0	0	0	3	1	0	3	0	4	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	30	0	0	0	0	0	0	1	5	1	0	0	0	0	1	1	0	0	1	0	0
ASV_1159	1	3	0	0	0	0	0	0	1	3	1	0	5	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0
ASV_1019	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0
ASV_969	0	0	0	0	4	0	0	0	0	0	3	3	2	0	0	0	0	0	0	3	21	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_548	3	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	15	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ASV_566	0	0	1	1	28	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	49	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_1091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	0	0	0	33	28	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	7	0	62	0	0	0	0	0	0	0	64	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_674	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_607	1	1	1	0	1	0	2	0	1	1	0	0	1	10	7	2	0	4	1	0	1	3	9	0	1	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	11	0	2	1	0	0
ASV_712	0	0	0	0	0	4	0	7	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0
ASV_487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	221	3	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_874	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	10	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	1	2	2	5	0	0	0	0	0	0	0	0	3	0
ASV_673	0	0	0	0	0	0	0	0	1	0	0	0	1	3	1	0	0	0	0	0	0	0	0	7	0	0	1	10	0	3	13	0	0	0	0	0	1	0	0	6	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	317	0	1
